order_id,product_id,quantity,unit_price,product_name,category,brand,price,mrp,margin_percentage,shelf_life_days,min_stock_level,max_stock_level,customer_id,order_date,promised_delivery_time,actual_delivery_time,delivery_status,order_total,payment_method,delivery_partner_id,store_id,Year,Month,Weekday,Delivery_Time_Minutes
5504941865,540618,1,317.05,Popcorn,Snacks & Munchies,Golla-Luthra,317.05,487.77,35.0,90,28,87,76512976,2024-01-28 02:39:11,2024-01-28 02:55:11,2024-01-28 03:06:11,Slightly Delayed,2287.68,Wallet,56077,9809,2024,January,Sunday,27.0
5868326481,53833,3,134.69,Rice,Grocery & Staples,Tella-Master,134.69,158.46,15.0,365,26,89,37556526,2024-03-15 21:07:07,2024-03-15 21:24:07,2024-03-15 21:21:07,On Time,1962.35,Wallet,94140,3106,2024,March,Friday,14.0
2137046916,455755,2,44.09,Detergent,Household Care,Mangal-Sathe,44.09,58.79,25.0,365,23,53,12059049,2024-02-03 08:50:32,2024-02-03 09:03:32,2024-02-03 09:01:32,On Time,3373.96,UPI,12377,1007,2024,February,Saturday,11.0
8195544338,131937,1,287.81,Frozen Pizza,Instant & Frozen Food,"Varkey, Devi and Ganguly",287.81,479.68,40.0,180,18,68,26199489,2023-04-26 04:03:57,2023-04-26 04:20:57,2023-04-26 04:28:57,Slightly Delayed,845.71,Wallet,102,3809,2023,April,Wednesday,25.0
2889700050,798639,1,211.25,Eggs,Dairy & Breakfast,Subramaniam LLC,211.25,264.06,20.0,7,12,78,84848018,2024-04-30 16:22:26,2024-04-30 16:33:26,2024-04-30 16:36:26,On Time,2706.54,Wallet,45032,78,2024,April,Tuesday,14.0
65827885,324809,3,608.0,Bread,Dairy & Breakfast,Sidhu PLC,608.0,760.0,20.0,7,26,76,47577193,2023-07-27 00:13:05,2023-07-27 00:25:05,2023-07-27 00:20:05,On Time,1132.98,Cash,1108,3817,2023,July,Thursday,7.0
4656471694,679284,1,877.89,Cough Syrup,Pharmacy,Pant LLC,877.89,1097.36,20.0,365,28,95,60728956,2023-12-09 08:08:08,2023-12-09 08:27:08,2023-12-09 08:35:08,Slightly Delayed,1525.5,Cash,62782,5739,2023,December,Saturday,27.0
6625178717,952168,3,236.95,Popcorn,Snacks & Munchies,"Krishnamurthy, Sibal and Das",236.95,364.54,35.0,90,28,79,62068277,2023-07-01 04:24:22,2023-07-01 04:40:22,2023-07-01 04:53:22,Slightly Delayed,5718.09,Card,74906,2130,2023,July,Saturday,29.0
7169557514,706112,2,478.79,Vitamins,Pharmacy,"Magar, Gara and Garg",478.79,598.49,20.0,365,12,77,84824280,2023-03-21 05:27:13,2023-03-21 05:38:13,2023-03-21 05:50:13,Slightly Delayed,2970.9,Card,79516,9535,2023,March,Tuesday,23.0
2268306684,812607,2,416.65,Potatoes,Fruits & Vegetables,Rege Group,416.65,555.53,25.0,3,11,63,66742602,2024-05-28 14:59:08,2024-05-28 15:11:08,2024-05-28 15:10:08,On Time,2991.57,Wallet,65733,6847,2024,May,Tuesday,11.0
6905293278,799952,1,922.64,Cheese,Dairy & Breakfast,Padmanabhan-Virk,922.64,1153.3,20.0,7,13,66,97259564,2024-06-16 10:23:23,2024-06-16 10:36:23,2024-06-16 11:02:23,Significantly Delayed,1404.68,Cash,53868,4187,2024,June,Sunday,39.0
1769493463,709916,3,33.76,Detergent,Household Care,Varkey LLC,33.76,45.01,25.0,365,30,88,3292927,2024-06-26 07:13:47,2024-06-26 07:29:47,2024-06-26 07:24:47,On Time,2541.32,Wallet,22954,7071,2024,June,Wednesday,11.0
5003387344,67197,3,552.2,Butter,Dairy & Breakfast,Shetty-Bora,552.2,690.25,20.0,7,20,79,26592009,2024-06-23 10:53:47,2024-06-23 11:05:47,2024-06-23 11:00:47,On Time,2475.69,Wallet,21004,7477,2024,June,Sunday,7.0
2064484752,937542,3,97.04,Wheat Flour,Grocery & Staples,Khurana and Sons,97.04,114.16,15.0,365,28,93,89995124,2024-05-07 22:42:49,2024-05-07 23:00:49,2024-05-07 22:55:49,On Time,1949.92,Wallet,43022,1116,2024,May,Tuesday,13.0
964822979,455755,2,44.09,Detergent,Household Care,Mangal-Sathe,44.09,58.79,25.0,365,23,53,88520326,2024-07-13 10:38:00,2024-07-13 10:49:00,2024-07-13 10:47:00,On Time,5804.23,Wallet,42914,7603,2024,July,Saturday,9.0
6037899648,669378,1,212.14,Potatoes,Fruits & Vegetables,Chadha and Sons,212.14,282.85,25.0,3,23,70,22738465,2024-03-27 17:44:43,2024-03-27 18:00:43,2024-03-27 18:04:43,On Time,1231.03,Cash,59131,914,2024,March,Wednesday,20.0
9347571484,112390,2,877.98,Toothpaste,Personal Care,"Kibe, Contractor and Randhawa",877.98,1350.74,35.0,365,23,85,29562072,2024-11-02 17:15:15,2024-11-02 17:26:15,2024-11-02 17:39:15,Slightly Delayed,3138.06,Card,88612,9615,2024,November,Saturday,24.0
3286177534,891833,1,493.19,Curd,Dairy & Breakfast,Mani PLC,493.19,616.49,20.0,7,11,69,10225164,2023-06-24 23:52:15,2023-06-25 00:09:15,2023-06-25 00:07:15,On Time,3612.26,Wallet,90038,6046,2023,June,Saturday,15.0
9073572548,60619,1,726.41,Iced Tea,Cold Drinks & Juices,Bhasin LLC,726.41,1037.73,30.0,180,10,97,97111069,2023-05-02 23:13:42,2023-05-02 23:25:42,2023-05-02 23:47:42,Significantly Delayed,1091.89,Card,28575,6542,2023,May,Tuesday,34.0
8395583761,561860,3,874.78,Orange Juice,Cold Drinks & Juices,Gupta Ltd,874.78,1249.69,30.0,180,21,90,1989720,2024-08-04 23:35:44,2024-08-04 23:53:44,2024-08-04 23:48:44,On Time,410.62,UPI,84816,5448,2024,August,Sunday,13.0
6355378227,993331,1,102.44,Pulses,Grocery & Staples,"Parmer, Gola and Yogi",102.44,120.52,15.0,365,28,86,67092149,2023-08-11 16:52:36,2023-08-11 17:06:36,2023-08-11 17:05:36,On Time,5019.02,UPI,23910,810,2023,August,Friday,13.0
277376321,94225,3,77.11,Toilet Cleaner,Household Care,"Gulati, Ram and Sarkar",77.11,102.81,25.0,365,13,70,89784343,2024-07-28 04:25:12,2024-07-28 04:45:12,2024-07-28 04:44:12,On Time,3694.48,Wallet,78589,3357,2024,July,Sunday,19.0
8559748526,552496,1,508.0,Dish Soap,Household Care,Dhar PLC,508.0,677.33,25.0,365,17,59,45868300,2023-04-05 18:07:19,2023-04-05 18:27:19,2023-04-05 18:28:19,On Time,1152.09,Wallet,93002,2270,2023,April,Wednesday,21.0
1458051433,57405,3,607.67,Baby Food,Baby Care,Srinivas PLC,607.67,868.1,30.0,365,21,64,50760752,2024-04-26 09:14:56,2024-04-26 09:30:56,2024-04-26 09:26:56,On Time,1055.18,UPI,61040,7426,2024,April,Friday,12.0
5838302640,240179,3,90.56,Cough Syrup,Pharmacy,Ram-Suri,90.56,113.2,20.0,365,20,56,96795047,2023-05-12 05:46:25,2023-05-12 06:02:25,2023-05-12 06:09:25,Slightly Delayed,3377.44,UPI,30907,4242,2023,May,Friday,23.0
1380971977,602241,3,976.55,Nuts,Snacks & Munchies,Bahl-Pau,976.55,1502.38,35.0,90,12,75,16561710,2024-06-02 13:04:55,2024-06-02 13:21:55,2024-06-02 13:16:55,On Time,3117.74,Cash,52614,6655,2024,June,Sunday,12.0
1221099013,131937,1,287.81,Frozen Pizza,Instant & Frozen Food,"Varkey, Devi and Ganguly",287.81,479.68,40.0,180,18,68,35156679,2023-07-23 10:45:59,2023-07-23 11:01:59,2023-07-23 11:03:59,On Time,4335.11,Wallet,60689,8589,2023,July,Sunday,18.0
6771166303,677542,3,212.61,Toilet Cleaner,Household Care,Thaman-Lanka,212.61,283.48,25.0,365,10,52,87718744,2023-07-24 04:21:07,2023-07-24 04:36:07,2023-07-24 04:48:07,Slightly Delayed,816.38,Wallet,98179,2820,2023,July,Monday,27.0
7111337755,888807,3,230.58,Bread,Dairy & Breakfast,Arya Group,230.58,288.23,20.0,7,13,91,10524732,2023-05-06 05:52:44,2023-05-06 06:07:44,2023-05-06 06:04:44,On Time,1550.71,Cash,84833,4083,2023,May,Saturday,12.0
5562922993,540618,1,317.05,Popcorn,Snacks & Munchies,Golla-Luthra,317.05,487.77,35.0,90,28,87,62416456,2023-12-06 02:04:19,2023-12-06 02:14:19,2023-12-06 02:17:19,On Time,2292.64,Wallet,73904,418,2023,December,Wednesday,13.0
5630957897,876139,2,415.75,Pulses,Grocery & Staples,Cherian-Dara,415.75,489.12,15.0,365,14,83,69925688,2024-06-18 07:17:42,2024-06-18 07:32:42,2024-06-18 07:36:42,On Time,827.44,Wallet,14408,468,2024,June,Tuesday,19.0
1787380558,444361,3,822.63,Pain Reliever,Pharmacy,"Prakash, Bawa and Kale",822.63,1028.29,20.0,365,20,71,5140660,2023-11-08 17:24:58,2023-11-08 17:43:58,2023-11-08 17:45:58,On Time,2066.77,Cash,95835,862,2023,November,Wednesday,21.0
32613017,451812,1,530.85,Pain Reliever,Pharmacy,"Batra, Sant and Mandal",530.85,663.56,20.0,365,29,63,82594354,2023-03-17 00:20:41,2023-03-17 00:36:41,2023-03-17 00:36:41,On Time,2354.28,Card,77303,3364,2023,March,Friday,16.0
2039041670,287070,1,443.17,Wheat Flour,Grocery & Staples,"Gala, Magar and Rajagopal",443.17,521.38,15.0,365,20,93,88324928,2024-11-01 09:45:47,2024-11-01 10:05:47,2024-11-01 10:20:47,Slightly Delayed,96.33,Wallet,31963,1003,2024,November,Friday,35.0
210693801,432617,3,863.18,Baby Wipes,Baby Care,Dora-Pillai,863.18,1233.11,30.0,365,17,97,71235336,2024-08-21 03:59:25,2024-08-21 04:10:25,2024-08-21 04:12:25,On Time,3561.22,UPI,14789,4184,2024,August,Wednesday,13.0
8120002258,131937,1,287.81,Frozen Pizza,Instant & Frozen Food,"Varkey, Devi and Ganguly",287.81,479.68,40.0,180,18,68,57833505,2024-01-01 00:05:08,2024-01-01 00:15:08,2024-01-01 00:11:08,On Time,1213.05,Card,61526,6830,2024,January,Monday,6.0
2177917034,144124,2,162.67,Detergent,Household Care,Lalla-Srinivasan,162.67,216.89,25.0,365,11,82,12402437,2024-02-08 20:03:51,2024-02-08 20:16:51,2024-02-08 20:25:51,Slightly Delayed,3134.8,Card,75636,4829,2024,February,Thursday,22.0
4254814926,324809,1,608.0,Bread,Dairy & Breakfast,Sidhu PLC,608.0,760.0,20.0,7,26,76,59890331,2024-04-21 06:14:58,2024-04-21 06:34:58,2024-04-21 06:33:58,On Time,3818.33,Wallet,1761,7830,2024,April,Sunday,19.0
6074172790,888807,2,230.58,Bread,Dairy & Breakfast,Arya Group,230.58,288.23,20.0,7,13,91,14944819,2023-07-26 02:15:37,2023-07-26 02:26:37,2023-07-26 02:30:37,On Time,2008.84,Wallet,3481,4057,2023,July,Wednesday,15.0
3381573131,684939,1,727.95,Lotion,Personal Care,"Sibal, Bhatnagar and Rajan",727.95,1119.92,35.0,365,22,50,67386193,2024-07-16 00:33:21,2024-07-16 00:47:21,2024-07-16 00:42:21,On Time,114.52,Cash,50582,7456,2024,July,Tuesday,9.0
3773745777,734789,1,395.82,Popcorn,Snacks & Munchies,"Chaudhari, Pant and Singh",395.82,608.95,35.0,90,22,66,67701771,2024-05-02 14:40:25,2024-05-02 14:58:25,2024-05-02 14:58:25,On Time,1488.19,Card,97135,8100,2024,May,Thursday,18.0
9251939156,876139,3,415.75,Pulses,Grocery & Staples,Cherian-Dara,415.75,489.12,15.0,365,14,83,89910157,2023-12-30 12:39:53,2023-12-30 12:51:53,2023-12-30 12:58:53,Slightly Delayed,891.6,Cash,57095,7206,2023,December,Saturday,19.0
3872982303,56589,2,517.77,Vitamins,Pharmacy,"Pai, Kashyap and Ramachandran",517.77,647.21,20.0,365,16,85,15484407,2024-02-03 01:04:33,2024-02-03 01:24:33,2024-02-03 01:25:33,On Time,1779.45,Wallet,60234,7886,2024,February,Saturday,21.0
2625987757,890232,1,432.0,Mango Drink,Cold Drinks & Juices,Jha Group,432.0,617.14,30.0,180,20,91,10769994,2023-08-01 07:42:43,2023-08-01 07:54:43,2023-08-01 07:56:43,On Time,169.88,UPI,51273,4569,2023,August,Tuesday,14.0
3162249401,432617,1,863.18,Baby Wipes,Baby Care,Dora-Pillai,863.18,1233.11,30.0,365,17,97,85519349,2024-05-03 13:21:58,2024-05-03 13:31:58,2024-05-03 13:31:58,On Time,4406.98,Cash,47552,2221,2024,May,Friday,10.0
3108986741,687218,3,317.82,Mango Drink,Cold Drinks & Juices,"Sankaran, Pall and Gola",317.82,454.03,30.0,180,22,58,49241309,2023-10-17 19:29:19,2023-10-17 19:43:19,2023-10-17 19:44:19,On Time,2401.92,Wallet,60867,6530,2023,October,Tuesday,15.0
1851474741,970529,3,827.44,Diapers,Baby Care,"Kurian, Patla and Sanghvi",827.44,1182.06,30.0,365,19,84,23348269,2023-11-01 13:29:17,2023-11-01 13:42:17,2023-11-01 13:51:17,Slightly Delayed,3742.79,Card,12879,8735,2023,November,Wednesday,22.0
2425099132,604184,2,397.55,Toilet Cleaner,Household Care,"Gaba, Sodhi and Choudhary",397.55,530.07,25.0,365,24,84,85016568,2023-08-15 01:15:08,2023-08-15 01:30:08,2023-08-15 01:34:08,On Time,2498.22,Wallet,44245,4794,2023,August,Tuesday,19.0
6706793332,615545,2,448.16,Soap,Personal Care,Barman Inc,448.16,689.48,35.0,365,20,67,6247821,2024-10-09 21:50:33,2024-10-09 22:04:33,2024-10-09 22:16:33,Slightly Delayed,949.75,UPI,76503,8271,2024,October,Wednesday,26.0
2149289255,567671,3,418.48,Biscuits,Snacks & Munchies,Nagar LLC,418.48,643.82,35.0,90,12,90,57579640,2024-11-01 15:00:29,2024-11-01 15:20:29,2024-11-01 15:39:29,Significantly Delayed,2687.31,Cash,25251,7315,2024,November,Friday,39.0
1971008155,222892,1,869.22,Tomatoes,Fruits & Vegetables,Ramakrishnan-Ghose,869.22,1158.96,25.0,3,28,88,2457734,2023-10-23 22:23:41,2023-10-23 22:43:41,2023-10-23 22:39:41,On Time,1866.01,Cash,30330,5472,2023,October,Monday,16.0
2087093460,34186,2,925.65,Mangoes,Fruits & Vegetables,Mandal-Kar,925.65,1234.2,25.0,3,27,74,59329145,2024-07-11 11:31:57,2024-07-11 11:42:57,2024-07-11 11:41:57,On Time,4198.33,Card,27478,2176,2024,July,Thursday,10.0
2116712588,891833,1,493.19,Curd,Dairy & Breakfast,Mani PLC,493.19,616.49,20.0,7,11,69,24043135,2023-11-11 20:33:38,2023-11-11 20:48:38,2023-11-11 20:51:38,On Time,44.35,Wallet,34078,6552,2023,November,Saturday,18.0
6054358790,532965,1,307.23,Frozen Pizza,Instant & Frozen Food,Sachdev Inc,307.23,512.05,40.0,180,20,94,59216664,2024-01-26 10:11:06,2024-01-26 10:31:06,2024-01-26 10:26:06,On Time,3217.7,Wallet,52564,1880,2024,January,Friday,15.0
532660797,962054,2,16.86,Orange Juice,Cold Drinks & Juices,Toor-Nagar,16.86,24.09,30.0,180,11,74,41008070,2024-05-20 06:25:18,2024-05-20 06:37:18,2024-05-20 06:51:18,Slightly Delayed,2683.73,UPI,97547,2245,2024,May,Monday,26.0
1491991005,33955,1,186.08,Frozen Pizza,Instant & Frozen Food,Baral Group,186.08,310.13,40.0,180,29,84,52215833,2024-03-04 08:49:03,2024-03-04 09:01:03,2024-03-04 09:01:03,On Time,3472.55,Wallet,85285,3036,2024,March,Monday,12.0
4136019599,644847,3,622.81,Salt,Grocery & Staples,"Jhaveri, Kata and Kapur",622.81,732.72,15.0,365,24,52,74179536,2024-03-23 18:38:14,2024-03-23 18:52:14,2024-03-23 18:55:14,On Time,1131.05,Wallet,34667,6564,2024,March,Saturday,17.0
2122832513,954722,1,616.45,Ice Cream,Instant & Frozen Food,Mohan-Virk,616.45,1027.42,40.0,180,11,58,55028958,2024-02-17 19:48:14,2024-02-17 19:58:14,2024-02-17 20:18:14,Significantly Delayed,2037.94,UPI,39396,5245,2024,February,Saturday,30.0
3717703595,500633,3,154.5,Cereal,Dairy & Breakfast,Trivedi-Ahluwalia,154.5,193.12,20.0,7,24,87,88965399,2023-04-24 21:33:02,2023-04-24 21:52:02,2023-04-24 21:51:02,On Time,1756.7,Card,8041,7309,2023,April,Monday,18.0
3194733693,240179,2,90.56,Cough Syrup,Pharmacy,Ram-Suri,90.56,113.2,20.0,365,20,56,21866852,2023-07-05 10:13:13,2023-07-05 10:30:13,2023-07-05 10:37:13,Slightly Delayed,2552.88,UPI,16623,9112,2023,July,Wednesday,24.0
4471162437,820973,1,114.52,Baby Wipes,Baby Care,Lall LLC,114.52,163.6,30.0,365,29,56,27971619,2024-02-06 12:38:50,2024-02-06 12:52:50,2024-02-06 12:52:50,On Time,3355.65,Card,54708,9226,2024,February,Tuesday,14.0
1609331948,490602,3,549.47,Sugar,Grocery & Staples,Raghavan Inc,549.47,646.44,15.0,365,20,71,8791577,2024-01-04 14:06:21,2024-01-04 14:19:21,2024-01-04 14:19:21,On Time,3648.36,UPI,58721,2696,2024,January,Thursday,13.0
6920030794,256783,2,906.54,Pet Treats,Pet Care,"Basu, Thakur and Rege",906.54,1394.68,35.0,365,16,98,70372270,2024-06-24 02:37:36,2024-06-24 02:51:36,2024-06-24 02:49:36,On Time,2936.64,UPI,38745,1394,2024,June,Monday,12.0
5127172657,913428,2,392.22,Pet Treats,Pet Care,Narayanan-Kumar,392.22,603.42,35.0,365,30,98,32293017,2024-06-11 18:11:31,2024-06-11 18:30:31,2024-06-11 18:50:31,Significantly Delayed,2185.5,Cash,80034,288,2024,June,Tuesday,39.0
8607115856,324809,1,608.0,Bread,Dairy & Breakfast,Sidhu PLC,608.0,760.0,20.0,7,26,76,15931134,2023-10-09 04:42:34,2023-10-09 04:52:34,2023-10-09 04:49:34,On Time,739.34,UPI,85718,3015,2023,October,Monday,7.0
7154957395,516376,1,877.43,Onions,Fruits & Vegetables,Agarwal-Dhar,877.43,1169.91,25.0,3,21,71,60700850,2023-04-09 10:10:33,2023-04-09 10:21:33,2023-04-09 10:21:33,On Time,2696.84,Wallet,63099,1915,2023,April,Sunday,11.0
2070762702,566052,3,87.3,Pain Reliever,Pharmacy,"Apte, Soman and Raju",87.3,109.12,20.0,365,14,53,34761418,2023-10-04 10:20:55,2023-10-04 10:37:55,2023-10-04 10:52:55,Slightly Delayed,2457.2,Cash,64950,5593,2023,October,Wednesday,32.0
3697242439,897083,2,972.69,Detergent,Household Care,Dutta-Halder,972.69,1296.92,25.0,365,10,100,99361865,2024-10-15 12:30:13,2024-10-15 12:47:13,2024-10-15 12:46:13,On Time,2179.49,Cash,67408,4528,2024,October,Tuesday,16.0
3063427913,799952,2,922.64,Cheese,Dairy & Breakfast,Padmanabhan-Virk,922.64,1153.3,20.0,7,13,66,75984768,2023-09-21 02:17:46,2023-09-21 02:34:46,2023-09-21 02:37:46,On Time,4419.03,Card,24100,1492,2023,September,Thursday,20.0
2060061337,690565,1,951.27,Cookies,Snacks & Munchies,"Roy, Seth and Patla",951.27,1463.49,35.0,90,15,56,29272253,2023-04-15 22:56:08,2023-04-15 23:10:08,2023-04-15 23:22:08,Slightly Delayed,3041.62,Wallet,50748,4851,2023,April,Saturday,26.0
4625892678,317242,1,198.15,Pulses,Grocery & Staples,Rastogi Group,198.15,233.12,15.0,365,22,63,80371626,2023-06-18 19:23:45,2023-06-18 19:35:45,2023-06-18 19:39:45,On Time,3166.49,Wallet,40337,2018,2023,June,Sunday,16.0
6045698170,965755,3,532.57,Bananas,Fruits & Vegetables,"Doshi, Sarraf and Sama",532.57,710.09,25.0,3,21,91,666589,2024-01-24 17:03:49,2024-01-24 17:14:49,2024-01-24 17:19:49,On Time,222.15,UPI,16848,3220,2024,January,Wednesday,16.0
7876289647,863930,1,242.57,Shampoo,Personal Care,"Sathe, Agarwal and Dhar",242.57,373.18,35.0,365,26,72,98858383,2024-08-07 07:55:29,2024-08-07 08:06:29,2024-08-07 08:18:29,Slightly Delayed,3218.62,UPI,28786,9606,2024,August,Wednesday,23.0
3434084714,264803,2,995.98,Vitamins,Pharmacy,Gole-Doshi,995.98,1244.97,20.0,365,17,69,46836361,2024-02-02 02:54:20,2024-02-02 03:06:20,2024-02-02 03:04:20,On Time,1179.41,Cash,58201,5513,2024,February,Friday,10.0
9031695663,697683,1,123.74,Toilet Cleaner,Household Care,"Murty, Varghese and Saxena",123.74,164.99,25.0,365,14,82,94730288,2024-01-17 01:23:06,2024-01-17 01:35:06,2024-01-17 01:41:06,Slightly Delayed,2316.01,Card,43200,5551,2024,January,Wednesday,18.0
1955989715,679284,1,877.89,Cough Syrup,Pharmacy,Pant LLC,877.89,1097.36,20.0,365,28,95,77862447,2023-12-27 06:52:23,2023-12-27 07:06:23,2023-12-27 07:08:23,On Time,1931.35,Wallet,8135,6276,2023,December,Wednesday,16.0
3459500455,992178,1,632.43,Pain Reliever,Pharmacy,Basu and Sons,632.43,790.54,20.0,365,16,89,16379942,2023-12-18 00:37:55,2023-12-18 00:52:55,2023-12-18 00:54:55,On Time,2581.78,UPI,20504,6348,2023,December,Monday,17.0
5953376503,300159,1,44.35,Cola,Cold Drinks & Juices,"Basu, Rout and Mistry",44.35,63.36,30.0,180,20,93,79169760,2024-05-25 03:53:54,2024-05-25 04:08:54,2024-05-25 04:24:54,Significantly Delayed,650.2,Wallet,34929,3686,2024,May,Saturday,31.0
121874867,952124,3,127.08,Onions,Fruits & Vegetables,"Wali, Sood and Bala",127.08,169.44,25.0,3,15,50,94529626,2023-03-28 00:53:55,2023-03-28 01:10:55,2023-03-28 01:05:55,On Time,2596.92,UPI,69733,7775,2023,March,Tuesday,12.0
2460545397,925482,1,475.04,Frozen Biryani,Instant & Frozen Food,Viswanathan-Sha,475.04,791.73,40.0,180,23,66,42872865,2024-10-27 11:26:03,2024-10-27 11:38:03,2024-10-27 11:49:03,Slightly Delayed,474.34,Wallet,50527,7031,2024,October,Sunday,23.0
9690050839,500633,2,154.5,Cereal,Dairy & Breakfast,Trivedi-Ahluwalia,154.5,193.12,20.0,7,24,87,55803572,2024-01-13 02:34:24,2024-01-13 02:44:24,2024-01-13 02:49:24,On Time,2551.93,Wallet,76868,3949,2024,January,Saturday,15.0
2574349065,123983,3,785.67,Cough Syrup,Pharmacy,Kurian-Chhabra,785.67,982.09,20.0,365,25,72,51547198,2024-04-17 14:33:32,2024-04-17 14:43:32,2024-04-17 14:44:32,On Time,4476.55,Wallet,406,7690,2024,April,Wednesday,11.0
2461936988,272170,2,140.8,Ice Cream,Instant & Frozen Food,Purohit Group,140.8,234.67,40.0,180,10,92,14428954,2023-07-20 23:11:57,2023-07-20 23:29:57,2023-07-20 23:48:57,Significantly Delayed,4196.95,Cash,77590,9647,2023,July,Thursday,37.0
6447596416,70969,1,631.7,Carrots,Fruits & Vegetables,Mohan Group,631.7,842.27,25.0,3,25,96,76987910,2023-10-08 18:18:29,2023-10-08 18:30:29,2023-10-08 18:26:29,On Time,4965.12,Card,45656,494,2023,October,Sunday,8.0
7228452275,757274,2,98.32,Pet Treats,Pet Care,"Minhas, Kapoor and Sethi",98.32,151.26,35.0,365,27,95,42262168,2023-05-13 01:06:33,2023-05-13 01:25:33,2023-05-13 01:25:33,On Time,326.42,Card,96211,9542,2023,May,Saturday,19.0
6696750742,14145,2,630.84,Spinach,Fruits & Vegetables,"Thakur, Shah and Pingle",630.84,841.12,25.0,3,14,53,5277675,2023-04-02 17:43:16,2023-04-02 17:54:16,2023-04-02 17:54:16,On Time,2509.56,Wallet,89976,8222,2023,April,Sunday,11.0
822235931,611575,3,482.06,Frozen Pizza,Instant & Frozen Food,"Bhat, Nigam and Hayer",482.06,803.43,40.0,180,25,87,44410149,2023-08-09 07:17:16,2023-08-09 07:27:16,2023-08-09 07:42:16,Slightly Delayed,4866.15,Wallet,1773,639,2023,August,Wednesday,25.0
